Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Ian Kinsler,435079,135,81.0,71.0,26.0,12.0,0.0,8.0,52.0,18.0,0.0,55.0,3.0,0.217,253.0,0.276,0.36,0.636,4.0,2.0,0.333,5.0,1062.0,275.0,91.0,20.0,91.0,0.0,1.0,0.242,0.93,0.267,4.0,0.313,0.58,0.267,0.171,6.0,0.25,0.421,0.171,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Luis Urias,649966,135,20.0,20.0,8.0,1.0,0.0,1.0,15.0,11.0,0.0,4.0,3.0,0.078,51.0,0.277,0.157,0.434,0.0,0.0,0.0,4.0,268.0,65.0,8.0,1.0,21.0,0.0,0.0,0.086,1.67,0.048,1.0,0.286,0.476,0.19,0.053,2.0,0.265,0.397,0.132,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,2.0,0.5,1.0,0.5,2.5,2.0,0.0,True
Manny Machado,592518,135,103.0,91.0,61.0,15.0,1.0,25.0,88.0,42.0,2.0,109.0,3.0,0.276,395.0,0.348,0.509,0.856,1.0,3.0,0.75,16.0,1641.0,443.0,201.0,66.0,132.0,0.0,3.0,0.295,0.83,0.4,10.0,0.5,0.98,0.48,0.305,18.0,0.379,0.938,0.559,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,3.0,0.667,2.0,0.667,2.0,1.333,0.0,True
Manuel Margot,622534,135,97.0,55.0,40.0,14.0,1.0,6.0,54.0,27.0,1.0,60.0,1.0,0.246,244.0,0.324,0.385,0.709,1.0,15.0,0.938,5.0,1082.0,273.0,94.0,20.0,102.0,1.0,0.0,0.293,0.72,0.158,3.0,0.333,0.491,0.158,0.271,13.0,0.407,0.865,0.458,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Wil Myers,571976,135,103.0,55.0,44.0,13.0,0.0,13.0,115.0,38.0,0.0,61.0,2.0,0.217,281.0,0.315,0.402,0.717,6.0,9.0,0.6,8.0,1355.0,322.0,113.0,30.0,116.0,1.0,0.0,0.314,1.08,0.235,4.0,0.316,0.845,0.529,0.222,6.0,0.323,0.73,0.407,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Anthony Santander,623993,110,45.0,42.0,27.0,9.0,1.0,8.0,34.0,12.0,0.0,53.0,1.0,0.298,178.0,0.34,0.494,0.835,2.0,1.0,0.333,0.0,811.0,195.0,88.0,31.0,66.0,1.0,3.0,0.324,0.79,0.333,11.0,0.343,0.949,0.606,0.323,21.0,0.343,0.928,0.585,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Chance Sisco,642082,110,31.0,19.0,18.0,5.0,0.0,6.0,39.0,11.0,0.0,23.0,4.0,0.228,101.0,0.328,0.455,0.783,1.0,0.0,0.0,2.0,502.0,116.0,46.0,17.0,42.0,0.0,0.0,0.304,0.95,0.115,3.0,0.179,0.294,0.115,0.192,10.0,0.276,0.526,0.25,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Chris Davis,448801,110,77.0,41.0,17.0,7.0,0.0,7.0,102.0,22.0,1.0,41.0,3.0,0.181,227.0,0.261,0.304,0.565,0.0,0.0,0.0,4.0,1088.0,253.0,69.0,26.0,95.0,0.0,1.0,0.286,0.93,0.0,0.0,0.071,0.071,0.0,0.175,7.0,0.244,0.469,0.225,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Dwight Smith Jr,596105,110,84.0,92.0,41.0,15.0,2.0,12.0,68.0,23.0,0.0,74.0,3.0,0.238,311.0,0.293,0.415,0.708,1.0,5.0,0.833,7.0,1297.0,341.0,129.0,48.0,125.0,0.0,4.0,0.264,1.14,0.333,7.0,0.375,0.851,0.476,0.17,9.0,0.237,0.482,0.245,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Hanser Alberto,593643,110,88.0,105.0,29.0,11.0,1.0,6.0,33.0,8.0,1.0,101.0,2.0,0.309,327.0,0.327,0.404,0.731,2.0,4.0,0.667,3.0,1102.0,341.0,132.0,31.0,114.0,2.0,2.0,0.328,1.14,0.393,11.0,0.414,0.914,0.5,0.309,17.0,0.321,0.794,0.473,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jace Peterson,607054,110,5.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.2,20.0,0.238,0.2,0.438,0.0,3.0,1.0,0.0,76.0,21.0,4.0,2.0,9.0,0.0,0.0,0.25,0.2,0.2,4.0,0.238,0.438,0.2,0.2,4.0,0.238,0.438,0.2,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,3.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Jonathan Villar,542340,110,106.0,118.0,69.0,22.0,2.0,13.0,111.0,37.0,0.0,109.0,3.0,0.263,414.0,0.327,0.42,0.747,6.0,22.0,0.786,5.0,1822.0,458.0,174.0,47.0,133.0,2.0,2.0,0.329,1.48,0.364,12.0,0.417,0.993,0.576,0.265,18.0,0.315,0.727,0.412,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Pedro Severino,600474,110,62.0,52.0,26.0,9.0,0.0,10.0,45.0,20.0,0.0,55.0,3.0,0.276,199.0,0.348,0.472,0.821,1.0,2.0,0.667,1.0,916.0,225.0,94.0,29.0,88.0,1.0,2.0,0.308,1.04,0.308,8.0,0.419,0.881,0.462,0.265,13.0,0.333,0.762,0.429,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Renato Nunez,600524,110,101.0,73.0,55.0,19.0,0.0,25.0,102.0,31.0,1.0,92.0,6.0,0.25,368.0,0.319,0.505,0.824,1.0,0.0,0.0,7.0,1660.0,405.0,186.0,61.0,152.0,0.0,0.0,0.278,0.72,0.276,8.0,0.4,0.883,0.483,0.288,17.0,0.382,0.89,0.508,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,3.0,0.333,1.0,0.333,0.666,0.333,0.0,True
Richie Martin,621006,110,83.0,65.0,20.0,6.0,3.0,4.0,68.0,12.0,0.0,39.0,3.0,0.184,212.0,0.238,0.297,0.535,1.0,6.0,0.857,6.0,924.0,230.0,63.0,11.0,113.0,3.0,0.0,0.25,1.51,0.308,4.0,0.357,0.665,0.308,0.257,9.0,0.278,0.621,0.343,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Stevie Wilkerson,592859,110,71.0,56.0,29.0,11.0,1.0,8.0,74.0,12.0,0.0,48.0,3.0,0.22,218.0,0.269,0.39,0.659,3.0,2.0,0.4,4.0,961.0,234.0,85.0,29.0,95.0,0.0,1.0,0.292,1.37,0.15,3.0,0.261,0.511,0.25,0.227,10.0,0.286,0.672,0.386,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,1.0,0.0,0.0,0.5,0.5,0.0,1.0,False
Trey Mancini,641820,110,100.0,103.0,68.0,23.0,2.0,24.0,96.0,34.0,2.0,110.0,4.0,0.28,393.0,0.341,0.532,0.873,0.0,1.0,1.0,11.0,1752.0,434.0,209.0,53.0,148.0,0.0,3.0,0.312,1.18,0.212,7.0,0.278,0.793,0.515,0.238,15.0,0.304,0.939,0.635,0.132,1.82,0.83,4.25,1.23,29.2,15.78,1.85,0.0,0.7,4.43,9.4,2.12,0.71,0.75,2.0,0.0,0.0,0.333,0.333,0.0,0.0,True
