Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Eugenio Suarez,553993,113,104.0,83.0,56.0,17.0,1.0,28.0,118.0,41.0,2.0,98.0,6.0,0.257,381.0,0.334,0.528,0.862,2.0,2.0,0.5,9.0,1804.0,434.0,201.0,69.0,154.0,0.0,6.0,0.29,0.94,0.346,9.0,0.37,1.216,0.846,0.314,16.0,0.373,1.118,0.745,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0,True
Jesse Winker,608385,113,97.0,99.0,44.0,15.0,2.0,14.0,54.0,32.0,2.0,77.0,7.0,0.258,298.0,0.344,0.463,0.807,1.0,0.0,0.0,10.0,1350.0,337.0,138.0,33.0,114.0,0.0,0.0,0.274,1.46,0.294,5.0,0.4,0.929,0.529,0.31,13.0,0.431,0.883,0.452,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0,True
Joey Votto,458015,113,98.0,82.0,53.0,21.0,1.0,9.0,85.0,47.0,2.0,97.0,3.0,0.263,369.0,0.35,0.398,0.748,0.0,2.0,1.0,9.0,1693.0,420.0,147.0,32.0,122.0,0.0,1.0,0.319,0.77,0.321,9.0,0.387,0.851,0.464,0.25,15.0,0.318,0.668,0.35,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,True
Jose Iglesias,578428,113,97.0,107.0,38.0,13.0,2.0,6.0,50.0,14.0,3.0,92.0,2.0,0.28,329.0,0.312,0.386,0.698,4.0,4.0,0.5,11.0,1255.0,346.0,127.0,39.0,127.0,0.0,1.0,0.314,1.32,0.261,6.0,0.32,0.711,0.391,0.261,12.0,0.292,0.662,0.37,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Jose Peraza,606299,113,95.0,60.0,28.0,10.0,2.0,6.0,43.0,11.0,0.0,62.0,7.0,0.238,261.0,0.285,0.36,0.645,4.0,5.0,0.556,8.0,952.0,281.0,94.0,29.0,96.0,0.0,2.0,0.262,0.61,0.167,2.0,0.231,0.398,0.167,0.333,13.0,0.35,0.863,0.513,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Josh VanMeter,642165,113,41.0,13.0,13.0,5.0,0.0,4.0,19.0,10.0,0.0,23.0,2.0,0.311,74.0,0.407,0.541,0.948,2.0,1.0,0.333,2.0,361.0,86.0,40.0,10.0,42.0,0.0,0.0,0.373,0.68,0.5,10.0,0.545,1.595,1.05,0.424,14.0,0.5,1.379,0.879,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,2.0,1.0,2.0,1.0,2.5,1.5,1.0,True
Kyle Farmer,571657,113,68.0,25.0,16.0,4.0,0.0,6.0,41.0,5.0,1.0,27.0,2.0,0.235,115.0,0.276,0.426,0.703,1.0,4.0,0.8,1.0,534.0,123.0,49.0,22.0,54.0,0.0,1.0,0.304,1.09,0.214,3.0,0.214,0.5,0.286,0.222,6.0,0.222,0.481,0.259,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Nick Senzel,669222,113,68.0,59.0,40.0,15.0,4.0,8.0,64.0,24.0,0.0,71.0,1.0,0.278,255.0,0.342,0.463,0.804,3.0,9.0,0.75,4.0,1116.0,283.0,118.0,29.0,73.0,0.0,1.0,0.342,0.95,0.353,6.0,0.421,0.774,0.353,0.333,15.0,0.412,0.879,0.467,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Phillip Ervin,640447,113,41.0,13.0,14.0,4.0,5.0,2.0,27.0,8.0,0.0,30.0,2.0,0.357,84.0,0.426,0.595,1.021,2.0,3.0,0.6,1.0,431.0,94.0,50.0,13.0,31.0,0.0,0.0,0.509,0.93,0.462,6.0,0.533,1.456,0.923,0.457,16.0,0.525,1.296,0.771,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Scooter Gennett,571697,113,19.0,11.0,4.0,3.0,0.0,0.0,19.0,1.0,0.0,14.0,1.0,0.222,63.0,0.242,0.27,0.512,0.0,0.0,0.0,0.0,235.0,66.0,17.0,5.0,30.0,0.0,1.0,0.311,0.55,0.333,8.0,0.32,0.737,0.417,0.261,12.0,0.286,0.612,0.326,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,True
Tucker Barnhart,571466,113,63.0,46.0,19.0,6.0,0.0,5.0,53.0,24.0,4.0,37.0,0.0,0.215,172.0,0.31,0.337,0.647,0.0,0.0,0.0,2.0,782.0,198.0,58.0,21.0,64.0,1.0,1.0,0.278,1.21,0.333,7.0,0.391,0.82,0.429,0.256,10.0,0.348,0.656,0.308,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,True
Yasiel Puig,624577,113,99.0,74.0,51.0,15.0,1.0,22.0,87.0,23.0,1.0,94.0,5.0,0.255,369.0,0.305,0.48,0.785,5.0,13.0,0.722,9.0,1430.0,400.0,177.0,60.0,161.0,0.0,3.0,0.274,0.63,0.167,4.0,0.286,0.536,0.25,0.218,12.0,0.295,0.64,0.345,0.333,10.95,0.94,13.86,2.98,12.1,21.0,14.13,0.0,0.63,1.33,8.76,6.57,2.27,0.0,3.0,0.333,1.0,0.333,1.666,1.333,0.0,False
Adam Frazier,624428,134,98.0,110.0,54.0,23.0,4.0,5.0,47.0,26.0,4.0,102.0,7.0,0.281,363.0,0.34,0.408,0.748,3.0,3.0,0.5,1.0,1498.0,399.0,148.0,28.0,124.0,2.0,1.0,0.311,1.03,0.348,8.0,0.423,0.945,0.522,0.265,13.0,0.357,0.745,0.388,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,8.0,0.25,2.0,0.25,0.5,0.25,1.0,True
Bryan Reynolds,668804,134,83.0,73.0,46.0,20.0,2.0,9.0,68.0,31.0,0.0,92.0,4.0,0.326,282.0,0.398,0.507,0.905,2.0,1.0,0.333,7.0,1262.0,319.0,143.0,43.0,108.0,0.0,2.0,0.401,1.43,0.25,6.0,0.345,0.887,0.542,0.276,16.0,0.328,0.742,0.414,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,5.0,0.6,3.0,0.6,2.0,1.4,1.0,True
Colin Moran,592567,134,101.0,70.0,33.0,18.0,1.0,11.0,79.0,18.0,2.0,86.0,2.0,0.288,299.0,0.33,0.465,0.795,0.0,0.0,0.0,6.0,1179.0,321.0,139.0,60.0,131.0,0.0,2.0,0.355,1.06,0.19,4.0,0.25,0.583,0.333,0.256,11.0,0.313,0.708,0.395,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,7.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Corey Dickerson,572816,134,42.0,30.0,18.0,18.0,0.0,2.0,23.0,13.0,4.0,37.0,0.0,0.303,122.0,0.365,0.5,0.865,0.0,1.0,1.0,3.0,577.0,137.0,61.0,20.0,55.0,0.0,2.0,0.354,0.88,0.333,7.0,0.417,0.988,0.571,0.368,14.0,0.467,1.02,0.553,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,19.0,0.263,5.0,0.25,0.829,0.579,1.0,False
Elias Diaz,553869,134,70.0,64.0,23.0,13.0,0.0,1.0,39.0,16.0,0.0,55.0,0.0,0.249,221.0,0.297,0.321,0.618,0.0,0.0,0.0,9.0,992.0,239.0,71.0,21.0,93.0,0.0,2.0,0.295,0.98,0.174,4.0,0.174,0.435,0.261,0.149,7.0,0.167,0.358,0.191,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,2.0,0.5,1.0,0.5,1.5,1.0,0.0,True
Jacob Stallings,607732,134,34.0,20.0,11.0,2.0,0.0,2.0,19.0,7.0,5.0,24.0,1.0,0.316,76.0,0.381,0.421,0.802,0.0,0.0,0.0,0.0,281.0,84.0,32.0,5.0,30.0,0.0,0.0,0.4,1.54,0.333,5.0,0.375,0.975,0.6,0.3,9.0,0.364,0.797,0.433,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,3.0,0.333,1.0,0.333,0.666,0.333,0.0,False
Jose Osuna,591741,134,45.0,24.0,15.0,6.0,0.0,6.0,18.0,5.0,0.0,24.0,1.0,0.276,87.0,0.323,0.552,0.874,0.0,0.0,0.0,2.0,366.0,94.0,48.0,15.0,34.0,0.0,0.0,0.286,1.14,0.167,3.0,0.211,0.544,0.333,0.206,7.0,0.229,0.553,0.324,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,4.0,0.25,1.0,0.4,0.9,0.5,0.0,True
Josh Bell,605137,134,104.0,106.0,73.0,33.0,3.0,27.0,93.0,50.0,8.0,111.0,3.0,0.284,391.0,0.364,0.591,0.955,1.0,0.0,0.0,7.0,1767.0,450.0,231.0,86.0,155.0,0.0,6.0,0.303,1.22,0.208,5.0,0.321,0.613,0.292,0.184,9.0,0.31,0.555,0.245,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,10.0,0.2,2.0,0.2,0.5,0.3,1.0,False
Jung Ho Kang,628356,134,65.0,44.0,15.0,7.0,1.0,10.0,60.0,11.0,0.0,29.0,1.0,0.169,172.0,0.222,0.395,0.617,0.0,0.0,0.0,4.0,719.0,185.0,68.0,24.0,83.0,0.0,1.0,0.184,1.1,0.063,1.0,0.118,0.368,0.25,0.152,5.0,0.176,0.54,0.364,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,4.0,0.25,1.0,0.4,0.9,0.5,0.0,False
Kevin Newman,621028,134,78.0,98.0,28.0,13.0,2.0,6.0,38.0,18.0,2.0,90.0,1.0,0.311,289.0,0.353,0.433,0.785,5.0,6.0,0.545,3.0,1143.0,311.0,125.0,35.0,124.0,2.0,1.0,0.341,1.48,0.194,6.0,0.219,0.413,0.194,0.274,17.0,0.308,0.598,0.29,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,3.0,0.333,1.0,0.5,0.833,0.333,0.0,True
Melky Cabrera,466320,134,90.0,87.0,32.0,17.0,1.0,6.0,26.0,13.0,2.0,82.0,1.0,0.306,268.0,0.34,0.444,0.784,0.0,2.0,1.0,10.0,960.0,283.0,119.0,35.0,107.0,1.0,0.0,0.322,1.18,0.333,6.0,0.368,0.868,0.5,0.262,11.0,0.295,0.7,0.405,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,15.0,0.267,4.0,0.313,0.713,0.4,1.0,True
Starling Marte,516782,134,95.0,130.0,71.0,24.0,4.0,18.0,69.0,16.0,0.0,114.0,9.0,0.285,400.0,0.324,0.5,0.824,3.0,14.0,0.824,12.0,1524.0,431.0,200.0,61.0,162.0,2.0,4.0,0.303,1.4,0.345,10.0,0.367,1.057,0.69,0.306,19.0,0.333,0.898,0.565,0.189,2.23,1.46,5.85,1.12,32.1,15.25,2.24,0.5,0.62,5.57,10.86,1.95,0.87,0.67,12.0,0.25,3.0,0.4,0.9,0.5,0.0,True
Alex Gordon,460086,118,102.0,116.0,61.0,26.0,1.0,11.0,72.0,34.0,3.0,109.0,13.0,0.285,383.0,0.358,0.444,0.802,1.0,5.0,0.833,8.0,1623.0,437.0,170.0,60.0,143.0,1.0,6.0,0.32,1.25,0.367,11.0,0.406,0.906,0.5,0.339,21.0,0.379,0.814,0.435,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,4.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Billy Hamilton,571740,118,89.0,66.0,30.0,10.0,2.0,0.0,70.0,24.0,0.0,55.0,0.0,0.211,261.0,0.275,0.264,0.54,5.0,17.0,0.773,1.0,1132.0,290.0,69.0,12.0,100.0,3.0,2.0,0.285,0.88,0.125,2.0,0.176,0.364,0.188,0.161,5.0,0.182,0.408,0.226,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Bubba Starling,605490,118,14.0,12.0,9.0,2.0,0.0,1.0,18.0,3.0,0.0,15.0,0.0,0.273,55.0,0.31,0.364,0.674,0.0,1.0,1.0,1.0,219.0,58.0,20.0,3.0,24.0,0.0,0.0,0.389,1.2,0.258,8.0,0.258,0.645,0.387,0.273,15.0,0.31,0.674,0.364,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Cam Gallagher,595956,118,42.0,31.0,12.0,7.0,0.0,1.0,27.0,11.0,0.0,27.0,3.0,0.233,116.0,0.313,0.319,0.632,1.0,0.0,0.0,3.0,526.0,132.0,37.0,9.0,44.0,1.0,1.0,0.292,0.94,0.304,7.0,0.385,0.82,0.435,0.35,14.0,0.458,1.008,0.55,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,2.0,0.5,1.0,0.5,1.5,1.0,1.0,True
Cheslor Cuthbert,596144,118,49.0,49.0,15.0,9.0,0.0,6.0,45.0,9.0,1.0,56.0,1.0,0.295,190.0,0.33,0.437,0.767,0.0,1.0,1.0,9.0,779.0,200.0,83.0,28.0,81.0,0.0,0.0,0.36,1.23,0.276,8.0,0.323,0.633,0.31,0.316,18.0,0.371,0.792,0.421,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,3.0,0.667,2.0,0.667,1.667,1.0,1.0,True
Humberto Arteaga,600858,118,20.0,29.0,6.0,1.0,0.0,0.0,11.0,4.0,0.0,12.0,1.0,0.188,64.0,0.246,0.203,0.45,0.0,1.0,1.0,2.0,266.0,71.0,13.0,3.0,30.0,2.0,0.0,0.226,2.07,0.053,1.0,0.1,0.153,0.053,0.208,10.0,0.269,0.498,0.229,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Hunter Dozier,641531,118,85.0,56.0,47.0,19.0,5.0,16.0,80.0,42.0,2.0,88.0,3.0,0.282,312.0,0.369,0.529,0.898,1.0,1.0,0.5,6.0,1365.0,360.0,165.0,57.0,140.0,0.0,3.0,0.329,0.62,0.192,5.0,0.344,0.69,0.346,0.304,17.0,0.409,0.963,0.554,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0,False
Jorge Soler,624585,118,108.0,88.0,54.0,22.0,0.0,28.0,121.0,43.0,0.0,97.0,7.0,0.246,394.0,0.329,0.515,0.844,1.0,0.0,0.0,13.0,1819.0,447.0,203.0,73.0,174.0,0.0,3.0,0.278,0.97,0.174,4.0,0.355,0.746,0.391,0.26,13.0,0.415,0.975,0.56,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,3.0,0.333,1.0,0.333,1.0,0.667,1.0,True
Meibrys Viloria,650619,118,6.0,4.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,5.0,0.0,0.263,19.0,0.364,0.316,0.679,0.0,0.0,0.0,0.0,96.0,22.0,6.0,1.0,3.0,0.0,0.0,0.385,1.0,0.263,5.0,0.364,0.68,0.316,0.263,5.0,0.364,0.68,0.316,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Nicky Lopez,670032,118,63.0,102.0,29.0,11.0,1.0,1.0,39.0,12.0,0.0,54.0,1.0,0.222,243.0,0.262,0.288,0.55,1.0,1.0,0.5,5.0,966.0,260.0,70.0,15.0,114.0,4.0,0.0,0.261,1.96,0.08,2.0,0.115,0.195,0.08,0.204,11.0,0.218,0.459,0.241,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Ryan O'Hearn,656811,118,59.0,56.0,19.0,7.0,1.0,6.0,56.0,25.0,1.0,36.0,1.0,0.185,195.0,0.279,0.323,0.602,1.0,0.0,0.0,3.0,881.0,222.0,63.0,20.0,95.0,0.0,1.0,0.224,1.17,0.13,3.0,0.167,0.428,0.261,0.163,8.0,0.212,0.457,0.245,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Whit Merrifield,593160,118,108.0,100.0,75.0,29.0,9.0,12.0,84.0,35.0,4.0,137.0,4.0,0.302,453.0,0.356,0.486,0.842,8.0,15.0,0.652,5.0,1870.0,494.0,220.0,55.0,145.0,0.0,2.0,0.348,0.75,0.207,6.0,0.303,0.544,0.241,0.262,17.0,0.333,0.748,0.415,0.262,6.61,0.57,9.37,1.12,16.1,16.53,6.71,0.0,0.67,3.25,7.16,2.2,1.29,0.0,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Billy McKinney,641856,141,54.0,44.0,26.0,11.0,1.0,7.0,50.0,12.0,0.0,38.0,2.0,0.216,176.0,0.272,0.409,0.681,2.0,0.0,0.0,0.0,719.0,193.0,72.0,17.0,60.0,2.0,1.0,0.258,0.94,0.174,4.0,0.24,0.762,0.522,0.167,7.0,0.255,0.755,0.5,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Bo Bichette,666182,141,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,4.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,3.0,0.0,0.0,0.333,0.0,0.25,1.0,0.25,0.5,0.25,0.25,1.0,0.25,0.5,0.25,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Brandon Drury,592273,141,81.0,74.0,29.0,15.0,1.0,11.0,83.0,17.0,0.0,63.0,1.0,0.222,284.0,0.266,0.398,0.663,0.0,0.0,0.0,5.0,1218.0,305.0,113.0,28.0,121.0,0.0,3.0,0.269,1.1,0.241,7.0,0.267,0.853,0.586,0.26,13.0,0.283,0.823,0.54,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,4.0,0.25,1.0,0.4,0.65,0.25,1.0,True
Cavan Biggio,624415,141,52.0,30.0,32.0,6.0,0.0,8.0,62.0,36.0,0.0,38.0,0.0,0.216,176.0,0.347,0.386,0.734,0.0,7.0,1.0,0.0,962.0,214.0,68.0,26.0,62.0,0.0,1.0,0.28,0.64,0.185,5.0,0.313,0.72,0.407,0.167,9.0,0.308,0.586,0.278,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,7.0,0.286,2.0,0.286,1.0,0.714,0.0,True
Danny Jansen,643376,141,82.0,67.0,26.0,10.0,1.0,8.0,62.0,22.0,0.0,52.0,4.0,0.202,258.0,0.274,0.341,0.615,0.0,0.0,0.0,6.0,1071.0,286.0,88.0,32.0,100.0,1.0,1.0,0.233,0.85,0.056,1.0,0.15,0.206,0.056,0.156,7.0,0.24,0.396,0.156,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,5.0,0.2,1.0,0.2,0.4,0.2,1.0,True
Freddy Galvis,520471,141,102.0,92.0,48.0,21.0,1.0,15.0,96.0,20.0,1.0,106.0,0.0,0.265,400.0,0.299,0.435,0.734,1.0,4.0,0.8,10.0,1605.0,421.0,174.0,48.0,158.0,0.0,1.0,0.314,0.86,0.156,5.0,0.156,0.344,0.188,0.242,16.0,0.254,0.542,0.288,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,2.0,0.0,0.0,0.333,0.333,0.0,0.0,False
Justin Smoak,475253,141,86.0,73.0,42.0,8.0,0.0,18.0,71.0,60.0,1.0,63.0,5.0,0.215,293.0,0.357,0.427,0.783,0.0,0.0,0.0,6.0,1487.0,359.0,125.0,46.0,114.0,0.0,1.0,0.22,0.84,0.25,5.0,0.423,1.123,0.7,0.204,10.0,0.35,0.819,0.469,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,9.0,0.222,2.0,0.3,1.189,0.889,0.0,False
Lourdes Gurriel Jr.,666971,141,70.0,57.0,46.0,17.0,2.0,18.0,68.0,16.0,0.0,76.0,3.0,0.29,262.0,0.336,0.576,0.912,3.0,5.0,0.625,4.0,1046.0,283.0,151.0,44.0,102.0,0.0,2.0,0.326,0.9,0.273,6.0,0.333,0.651,0.318,0.271,16.0,0.295,0.77,0.475,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,3.0,0.333,1.0,0.333,0.666,0.333,1.0,False
Randal Grichuk,545341,141,100.0,83.0,46.0,16.0,2.0,17.0,116.0,28.0,0.0,89.0,4.0,0.232,384.0,0.29,0.417,0.707,1.0,1.0,0.5,9.0,1605.0,417.0,160.0,47.0,172.0,0.0,1.0,0.286,0.86,0.25,6.0,0.28,0.78,0.5,0.236,13.0,0.3,0.736,0.436,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,7.0,0.429,3.0,0.429,1.572,1.143,1.0,True
Reese McGuire,624512,141,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.2,5.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,16.0,5.0,1.0,0.0,3.0,0.0,0.0,0.333,0.0,0.2,1.0,0.2,0.4,0.2,0.2,1.0,0.2,0.4,0.2,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Teoscar Hernandez,606192,141,78.0,50.0,36.0,10.0,1.0,15.0,87.0,26.0,1.0,58.0,0.0,0.221,263.0,0.29,0.437,0.727,1.0,4.0,0.8,5.0,1198.0,290.0,115.0,38.0,111.0,0.0,1.0,0.265,0.72,0.28,7.0,0.379,1.099,0.72,0.298,14.0,0.389,1.176,0.787,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,8.0,0.375,3.0,0.375,1.375,1.0,1.0,True
Vladimir Guerrero Jr.,665489,141,77.0,83.0,37.0,16.0,0.0,10.0,57.0,33.0,0.0,74.0,1.0,0.259,286.0,0.336,0.42,0.756,1.0,0.0,0.0,13.0,1245.0,321.0,120.0,38.0,127.0,0.0,1.0,0.291,1.14,0.385,10.0,0.467,1.082,0.615,0.298,17.0,0.375,0.831,0.456,0.24,2.12,1.35,8.21,1.32,34.0,15.0,2.65,0.0,0.69,3.0,6.35,2.12,1.15,0.75,3.0,0.333,1.0,0.333,0.666,0.333,1.0,True
Charlie Blackmon,453568,115,89.0,97.0,77.0,26.0,7.0,21.0,75.0,24.0,0.0,121.0,5.0,0.319,379.0,0.367,0.591,0.958,3.0,2.0,0.4,5.0,1556.0,409.0,224.0,62.0,91.0,0.0,1.0,0.352,1.11,0.32,8.0,0.393,0.833,0.44,0.283,17.0,0.328,0.745,0.417,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,22.0,0.318,7.0,0.423,0.968,0.545,1.0,False
Chris Iannetta,455104,115,47.0,28.0,18.0,9.0,0.0,6.0,49.0,18.0,3.0,28.0,1.0,0.219,128.0,0.318,0.43,0.747,0.0,0.0,0.0,7.0,607.0,148.0,55.0,21.0,49.0,0.0,1.0,0.297,1.17,0.1,2.0,0.25,0.4,0.15,0.135,5.0,0.256,0.526,0.27,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,14.0,0.357,5.0,0.438,1.224,0.786,0.0,False
Daniel Murphy,502517,115,81.0,75.0,39.0,22.0,1.0,11.0,47.0,23.0,0.0,81.0,0.0,0.287,282.0,0.338,0.489,0.827,1.0,1.0,0.5,6.0,1209.0,310.0,138.0,58.0,110.0,0.0,3.0,0.308,0.91,0.348,8.0,0.4,1.139,0.739,0.255,13.0,0.296,0.747,0.451,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,6.0,0.333,2.0,0.5,0.833,0.333,1.0,True
