Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Domingo Santana,570267,136,103.0,89.0,59.0,19.0,1.0,21.0,137.0,42.0,1.0,110.0,2.0,0.272,404.0,0.342,0.48,0.822,3.0,6.0,0.667,9.0,1900.0,451.0,194.0,67.0,167.0,0.0,2.0,0.359,1.27,0.2,5.0,0.286,0.726,0.44,0.218,12.0,0.283,0.683,0.4,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,6.0,0.167,1.0,0.167,0.834,0.667,0.0
Dylan Moore,664238,136,75.0,29.0,20.0,9.0,1.0,4.0,59.0,17.0,0.0,32.0,6.0,0.209,153.0,0.313,0.359,0.672,7.0,7.0,0.5,5.0,746.0,177.0,55.0,12.0,67.0,1.0,0.0,0.311,0.85,0.2,2.0,0.385,0.785,0.4,0.241,7.0,0.333,0.747,0.414,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0
J.P. Crawford,641487,136,54.0,49.0,25.0,17.0,3.0,4.0,49.0,25.0,0.0,51.0,1.0,0.255,200.0,0.336,0.43,0.766,2.0,4.0,0.667,0.0,989.0,230.0,86.0,33.0,85.0,1.0,3.0,0.313,0.89,0.28,7.0,0.419,0.859,0.44,0.192,10.0,0.306,0.633,0.327,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,5.0,0.2,1.0,0.333,0.533,0.2,1.0
Keon Broxton,542979,136,72.0,32.0,19.0,4.0,0.0,4.0,73.0,12.0,0.0,29.0,0.0,0.185,157.0,0.243,0.287,0.529,2.0,9.0,0.818,5.0,719.0,170.0,45.0,11.0,85.0,1.0,0.0,0.313,1.33,0.267,4.0,0.389,0.922,0.533,0.167,6.0,0.286,0.564,0.278,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Seager,572122,136,54.0,40.0,26.0,9.0,1.0,9.0,47.0,19.0,0.0,43.0,1.0,0.212,203.0,0.28,0.399,0.679,1.0,1.0,0.5,4.0,877.0,225.0,81.0,25.0,87.0,0.0,2.0,0.228,0.53,0.357,10.0,0.379,1.093,0.714,0.246,14.0,0.271,0.762,0.491,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,17.0,0.176,3.0,0.222,0.457,0.235,1.0
Mallex Smith,605480,136,89.0,95.0,49.0,15.0,6.0,5.0,99.0,28.0,0.0,84.0,7.0,0.237,355.0,0.304,0.355,0.659,7.0,29.0,0.806,3.0,1548.0,392.0,126.0,27.0,128.0,1.0,1.0,0.313,1.2,0.25,8.0,0.294,0.544,0.25,0.246,15.0,0.324,0.668,0.344,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,7.0,0.286,2.0,0.286,0.572,0.286,1.0
Omar Narvaez,553882,136,91.0,60.0,51.0,8.0,0.0,16.0,66.0,33.0,1.0,90.0,2.0,0.297,303.0,0.368,0.482,0.849,0.0,0.0,0.0,5.0,1403.0,340.0,146.0,41.0,138.0,0.0,2.0,0.332,0.67,0.318,7.0,0.375,0.739,0.364,0.313,15.0,0.377,0.835,0.458,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Ryan Court,606956,136,4.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.25,8.0,0.25,0.375,0.625,0.0,0.0,0.0,0.0,32.0,8.0,3.0,3.0,5.0,0.0,0.0,0.4,2.0,0.25,2.0,0.25,0.625,0.375,0.25,2.0,0.25,0.625,0.375,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Beckham,542921,136,85.0,74.0,39.0,21.0,1.0,15.0,98.0,21.0,0.0,71.0,3.0,0.241,295.0,0.298,0.471,0.769,3.0,1.0,0.25,7.0,1317.0,319.0,139.0,46.0,119.0,0.0,0.0,0.308,1.42,0.259,7.0,0.333,0.814,0.481,0.286,16.0,0.355,0.801,0.446,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,15.0,0.2,3.0,0.25,0.517,0.267,0.0
Tom Murphy,608596,136,44.0,19.0,15.0,8.0,0.0,10.0,57.0,6.0,0.0,41.0,1.0,0.268,153.0,0.298,0.516,0.814,0.0,1.0,1.0,0.0,671.0,161.0,79.0,25.0,64.0,0.0,1.0,0.356,0.51,0.276,8.0,0.3,0.783,0.483,0.214,12.0,0.254,0.629,0.375,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,11.0,0.182,2.0,0.182,0.455,0.273,0.0
Adam Engel,641553,145,37.0,15.0,11.0,2.0,2.0,2.0,31.0,6.0,0.0,22.0,2.0,0.25,88.0,0.313,0.386,0.699,1.0,2.0,0.667,2.0,398.0,97.0,34.0,10.0,45.0,1.0,0.0,0.364,0.71,0.227,5.0,0.292,0.656,0.364,0.304,14.0,0.373,0.83,0.457,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Reed,607223,145,12.0,7.0,1.0,0.0,0.0,1.0,16.0,3.0,0.0,6.0,0.0,0.158,38.0,0.214,0.237,0.451,0.0,0.0,0.0,1.0,177.0,42.0,9.0,4.0,20.0,0.0,1.0,0.227,0.7,0.083,2.0,0.148,0.231,0.083,0.158,6.0,0.214,0.451,0.237,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eloy Jimenez,650391,145,69.0,71.0,36.0,7.0,0.0,17.0,77.0,21.0,0.0,59.0,2.0,0.236,250.0,0.298,0.468,0.766,0.0,0.0,0.0,4.0,1047.0,275.0,117.0,39.0,109.0,0.0,2.0,0.266,1.58,0.182,4.0,0.25,0.568,0.318,0.196,10.0,0.276,0.766,0.49,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McCann,543510,145,77.0,65.0,41.0,16.0,0.0,12.0,90.0,20.0,1.0,80.0,3.0,0.279,287.0,0.332,0.46,0.792,0.0,4.0,1.0,10.0,1287.0,310.0,132.0,33.0,117.0,0.0,0.0,0.368,1.25,0.107,3.0,0.138,0.352,0.214,0.133,8.0,0.175,0.458,0.283,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,2.0,0.0,0.0,0.333,0.333,0.0,0.0
Jon Jay,445055,145,26.0,34.0,10.0,7.0,0.0,0.0,18.0,4.0,0.0,31.0,1.0,0.316,98.0,0.346,0.388,0.734,0.0,0.0,0.0,1.0,422.0,106.0,38.0,7.0,30.0,2.0,1.0,0.383,1.89,0.321,9.0,0.321,0.714,0.393,0.339,20.0,0.35,0.774,0.424,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,9.0,0.222,2.0,0.3,0.633,0.333,1.0
Jose Abreu,547989,145,103.0,109.0,48.0,22.0,0.0,22.0,102.0,20.0,2.0,109.0,4.0,0.263,415.0,0.3,0.475,0.775,2.0,2.0,0.5,15.0,1739.0,443.0,197.0,72.0,182.0,0.0,4.0,0.295,1.1,0.148,4.0,0.207,0.503,0.296,0.194,12.0,0.231,0.489,0.258,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,2.0,0.0,0.0,0.333,0.333,0.0,0.0
Leury Garcia,544725,145,96.0,118.0,65.0,21.0,0.0,5.0,94.0,16.0,0.0,112.0,5.0,0.291,385.0,0.326,0.384,0.71,4.0,12.0,0.75,3.0,1463.0,414.0,148.0,28.0,124.0,6.0,2.0,0.372,1.71,0.321,9.0,0.345,0.702,0.357,0.283,17.0,0.328,0.678,0.35,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ryan Goins,572365,145,12.0,7.0,4.0,3.0,0.0,2.0,9.0,6.0,0.0,10.0,0.0,0.303,33.0,0.41,0.576,0.986,0.0,0.0,0.0,2.0,177.0,39.0,19.0,3.0,9.0,0.0,0.0,0.364,1.0,0.2,4.0,0.333,0.633,0.3,0.303,10.0,0.41,0.986,0.576,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tim Anderson,641313,145,71.0,73.0,39.0,14.0,0.0,11.0,61.0,7.0,0.0,86.0,3.0,0.314,274.0,0.337,0.485,0.822,4.0,15.0,0.789,6.0,968.0,285.0,133.0,38.0,99.0,0.0,1.0,0.369,1.33,0.31,9.0,0.3,0.817,0.517,0.29,18.0,0.286,0.754,0.468,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welington Castillo,456078,145,44.0,37.0,8.0,5.0,0.0,5.0,45.0,12.0,0.0,25.0,3.0,0.18,139.0,0.258,0.324,0.582,0.0,0.0,0.0,5.0,610.0,155.0,45.0,16.0,61.0,0.0,1.0,0.222,1.12,0.053,1.0,0.095,0.148,0.053,0.167,8.0,0.196,0.467,0.271,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoan Moncada,660162,145,97.0,68.0,58.0,21.0,3.0,20.0,113.0,31.0,1.0,112.0,3.0,0.301,372.0,0.358,0.535,0.893,3.0,7.0,0.7,1.0,1614.0,409.0,199.0,59.0,139.0,1.0,2.0,0.382,0.83,0.261,6.0,0.292,0.901,0.609,0.273,15.0,0.333,0.878,0.545,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yolmer Sanchez,570560,145,95.0,72.0,35.0,12.0,3.0,2.0,75.0,23.0,1.0,77.0,4.0,0.251,307.0,0.31,0.329,0.639,4.0,5.0,0.556,6.0,1331.0,339.0,101.0,24.0,130.0,4.0,1.0,0.325,0.82,0.261,6.0,0.32,0.581,0.261,0.255,14.0,0.281,0.681,0.4,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Aaron Altherr,571437,121,31.0,9.0,5.0,1.0,0.0,1.0,18.0,2.0,0.0,3.0,0.0,0.068,44.0,0.106,0.159,0.265,0.0,0.0,0.0,1.0,204.0,47.0,7.0,3.0,22.0,0.0,1.0,0.077,0.6,0.077,1.0,0.133,0.21,0.077,0.095,2.0,0.13,0.368,0.238,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adeiny Hechavarria,588751,121,52.0,39.0,20.0,7.0,0.0,5.0,22.0,5.0,0.0,28.0,1.0,0.235,119.0,0.272,0.42,0.692,1.0,3.0,0.75,2.0,451.0,125.0,50.0,18.0,46.0,0.0,0.0,0.25,1.3,0.235,4.0,0.316,0.728,0.412,0.25,7.0,0.3,0.764,0.464,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,2.0,1.0,2.0,1.0,3.0,2.0,0.0
Amed Rosario,642708,121,103.0,101.0,49.0,20.0,6.0,11.0,87.0,24.0,2.0,108.0,1.0,0.277,390.0,0.318,0.444,0.762,5.0,12.0,0.706,9.0,1563.0,420.0,173.0,47.0,149.0,2.0,3.0,0.329,1.02,0.32,8.0,0.37,0.81,0.44,0.382,21.0,0.433,1.069,0.636,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. Davis,605204,121,89.0,69.0,33.0,12.0,1.0,10.0,54.0,24.0,1.0,72.0,2.0,0.299,241.0,0.367,0.481,0.848,0.0,1.0,1.0,5.0,1035.0,267.0,116.0,29.0,105.0,0.0,0.0,0.35,1.5,0.444,8.0,0.565,1.343,0.778,0.381,16.0,0.469,0.993,0.524,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff McNeil,643446,121,92.0,82.0,53.0,27.0,1.0,11.0,51.0,20.0,2.0,118.0,15.0,0.336,351.0,0.396,0.513,0.909,5.0,4.0,0.444,3.0,1387.0,386.0,180.0,46.0,122.0,0.0,0.0,0.37,0.82,0.286,6.0,0.375,0.994,0.619,0.276,16.0,0.344,0.896,0.552,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Juan Lagares,501571,121,87.0,45.0,19.0,6.0,0.0,2.0,51.0,12.0,3.0,29.0,2.0,0.19,153.0,0.256,0.268,0.524,1.0,3.0,0.75,5.0,639.0,169.0,41.0,15.0,66.0,1.0,1.0,0.267,1.5,0.429,3.0,0.429,0.858,0.429,0.25,4.0,0.294,0.607,0.313,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Conforto,624424,121,97.0,66.0,56.0,19.0,0.0,21.0,96.0,53.0,3.0,90.0,7.0,0.256,352.0,0.361,0.489,0.849,1.0,5.0,0.833,6.0,1666.0,416.0,172.0,55.0,140.0,0.0,4.0,0.289,0.63,0.321,9.0,0.387,1.101,0.714,0.323,20.0,0.373,0.97,0.597,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pete Alonso,624413,121,105.0,89.0,65.0,21.0,2.0,34.0,113.0,51.0,1.0,99.0,14.0,0.26,381.0,0.365,0.593,0.958,0.0,1.0,1.0,9.0,1826.0,449.0,226.0,77.0,169.0,0.0,3.0,0.274,1.07,0.182,4.0,0.438,0.756,0.318,0.151,8.0,0.333,0.71,0.377,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robinson Cano,429664,121,81.0,103.0,30.0,19.0,0.0,9.0,56.0,16.0,2.0,72.0,3.0,0.235,306.0,0.279,0.386,0.665,0.0,0.0,0.0,13.0,1132.0,326.0,118.0,29.0,138.0,0.0,1.0,0.26,1.36,0.167,5.0,0.194,0.661,0.467,0.217,13.0,0.25,0.75,0.5,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Todd Frazier,453943,121,82.0,62.0,39.0,8.0,2.0,14.0,70.0,27.0,0.0,69.0,7.0,0.246,280.0,0.328,0.439,0.767,2.0,1.0,0.333,7.0,1270.0,314.0,123.0,41.0,118.0,0.0,0.0,0.281,0.78,0.24,6.0,0.321,0.721,0.4,0.211,12.0,0.286,0.672,0.386,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Nido,621512,121,32.0,34.0,5.0,3.0,0.0,3.0,25.0,4.0,1.0,22.0,0.0,0.224,98.0,0.255,0.347,0.602,0.0,0.0,0.0,3.0,345.0,103.0,34.0,13.0,49.0,1.0,0.0,0.271,1.89,0.15,3.0,0.227,0.477,0.25,0.24,12.0,0.283,0.623,0.34,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson Ramos,467092,121,93.0,124.0,37.0,8.0,0.0,10.0,47.0,34.0,5.0,77.0,1.0,0.255,302.0,0.33,0.381,0.711,0.0,0.0,0.0,11.0,1115.0,339.0,115.0,45.0,128.0,0.0,2.0,0.271,2.21,0.174,4.0,0.231,0.535,0.304,0.173,9.0,0.241,0.491,0.25,0.255,5.74,0.79,8.78,1.72,26.2,16.95,5.84,0.0,0.67,3.33,10.13,3.04,1.31,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Knizner,668800,138,9.0,11.0,4.0,2.0,0.0,1.0,7.0,2.0,0.0,5.0,0.0,0.167,30.0,0.219,0.333,0.552,0.0,1.0,1.0,2.0,106.0,32.0,10.0,3.0,15.0,0.0,0.0,0.182,1.57,0.217,5.0,0.28,0.715,0.435,0.167,5.0,0.219,0.552,0.333,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter Fowler,451594,138,96.0,70.0,38.0,13.0,1.0,12.0,85.0,37.0,1.0,73.0,7.0,0.247,296.0,0.342,0.419,0.761,2.0,5.0,0.714,4.0,1417.0,343.0,124.0,37.0,109.0,1.0,2.0,0.303,0.99,0.259,7.0,0.31,0.866,0.556,0.231,12.0,0.293,0.697,0.404,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,15.0,0.267,4.0,0.389,0.656,0.267,1.0
Jose Martinez,500874,138,101.0,88.0,39.0,12.0,0.0,10.0,64.0,31.0,0.0,80.0,1.0,0.279,287.0,0.349,0.425,0.774,0.0,1.0,1.0,13.0,1352.0,321.0,122.0,39.0,107.0,0.0,2.0,0.326,1.54,0.333,9.0,0.379,0.898,0.519,0.262,11.0,0.385,0.837,0.452,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,12.0,0.167,2.0,0.167,0.417,0.25,0.0
Kolten Wong,543939,138,104.0,93.0,40.0,17.0,1.0,8.0,51.0,35.0,5.0,86.0,10.0,0.261,330.0,0.346,0.391,0.737,1.0,14.0,0.933,1.0,1360.0,381.0,129.0,40.0,142.0,2.0,4.0,0.284,0.88,0.375,9.0,0.464,1.089,0.625,0.333,14.0,0.442,0.918,0.476,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,28.0,0.286,8.0,0.355,0.748,0.393,1.0
Lane Thomas,657041,138,12.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.308,13.0,0.357,0.538,0.896,0.0,1.0,1.0,0.0,58.0,14.0,7.0,4.0,3.0,0.0,0.0,0.333,5.0,0.286,2.0,0.375,0.661,0.286,0.308,4.0,0.357,0.895,0.538,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Wieters,446308,138,45.0,27.0,13.0,3.0,0.0,9.0,33.0,9.0,0.0,28.0,1.0,0.23,122.0,0.284,0.475,0.759,1.0,1.0,0.5,2.0,565.0,134.0,58.0,19.0,65.0,0.0,2.0,0.232,0.75,0.208,5.0,0.231,0.856,0.625,0.235,12.0,0.298,0.788,0.49,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0
Paul DeJong,657557,138,104.0,83.0,68.0,25.0,1.0,18.0,87.0,41.0,1.0,98.0,9.0,0.25,392.0,0.333,0.457,0.789,4.0,6.0,0.6,10.0,1727.0,445.0,179.0,50.0,160.0,0.0,3.0,0.276,0.65,0.25,6.0,0.345,1.095,0.75,0.222,12.0,0.295,0.888,0.593,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,24.0,0.125,3.0,0.125,0.333,0.208,0.0
Paul Goldschmidt,502671,138,106.0,82.0,66.0,10.0,0.0,25.0,114.0,48.0,1.0,102.0,2.0,0.258,396.0,0.34,0.472,0.812,1.0,0.0,0.0,7.0,1892.0,449.0,187.0,58.0,137.0,0.0,1.0,0.298,0.83,0.379,11.0,0.4,1.4,1.0,0.296,16.0,0.35,1.109,0.759,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,17.0,0.176,3.0,0.263,0.498,0.235,0.0
Rangel Ravelo,592660,138,12.0,6.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.118,17.0,0.167,0.176,0.343,0.0,0.0,0.0,0.0,71.0,18.0,3.0,1.0,7.0,0.0,0.0,0.222,6.0,0.1,1.0,0.1,0.3,0.2,0.118,2.0,0.167,0.343,0.176,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Edman,669242,138,38.0,28.0,18.0,4.0,2.0,4.0,25.0,5.0,0.0,31.0,1.0,0.27,115.0,0.306,0.443,0.749,0.0,6.0,1.0,0.0,522.0,121.0,51.0,14.0,40.0,0.0,0.0,0.314,0.9,0.269,7.0,0.345,0.653,0.308,0.281,16.0,0.328,0.714,0.386,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tyler O'Neill,641933,138,45.0,17.0,14.0,5.0,0.0,5.0,45.0,7.0,0.0,35.0,0.0,0.278,126.0,0.316,0.437,0.752,0.0,1.0,1.0,3.0,521.0,133.0,55.0,16.0,57.0,0.0,0.0,0.395,0.59,0.174,4.0,0.269,0.443,0.174,0.286,16.0,0.322,0.786,0.464,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yairo Munoz,622168,138,62.0,43.0,17.0,7.0,1.0,2.0,24.0,4.0,0.0,37.0,0.0,0.278,133.0,0.299,0.391,0.69,3.0,7.0,0.7,3.0,478.0,137.0,52.0,11.0,51.0,0.0,0.0,0.327,1.48,0.16,4.0,0.192,0.472,0.28,0.227,10.0,0.261,0.67,0.409,0.202,2.88,0.93,6.48,1.44,25.0,17.12,2.88,0.0,0.65,2.78,9.0,3.24,1.08,0.0,6.0,0.5,3.0,0.5,1.167,0.667,0.0
Albert Almora Jr.,546991,112,101.0,106.0,35.0,11.0,1.0,11.0,52.0,13.0,2.0,71.0,1.0,0.241,294.0,0.275,0.398,0.673,1.0,2.0,0.667,7.0,1139.0,313.0,117.0,29.0,142.0,4.0,1.0,0.259,1.51,0.278,5.0,0.278,0.889,0.611,0.186,8.0,0.205,0.6,0.395,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,10.0,0.2,2.0,0.2,0.6,0.4,0.0
Anthony Rizzo,519203,112,102.0,109.0,67.0,23.0,2.0,21.0,68.0,49.0,3.0,106.0,17.0,0.283,374.0,0.389,0.524,0.913,2.0,4.0,0.667,14.0,1791.0,442.0,196.0,71.0,153.0,0.0,2.0,0.296,1.17,0.154,4.0,0.241,0.587,0.346,0.345,19.0,0.413,0.977,0.564,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,15.0,0.333,5.0,0.412,0.745,0.333,1.0
David Bote,623520,112,91.0,67.0,35.0,14.0,0.0,10.0,76.0,30.0,3.0,61.0,3.0,0.25,244.0,0.337,0.43,0.767,1.0,4.0,0.8,6.0,1122.0,279.0,105.0,38.0,112.0,0.0,2.0,0.319,1.6,0.25,4.0,0.294,0.794,0.5,0.171,6.0,0.31,0.596,0.286,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Happ,664023,112,4.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.1,10.0,0.4,0.1,0.5,0.0,0.0,0.0,0.0,61.0,15.0,1.0,0.0,4.0,0.0,0.0,0.167,0.25,0.1,1.0,0.4,0.5,0.1,0.1,1.0,0.4,0.5,0.1,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,8.0,0.375,3.0,0.375,1.0,0.625,1.0
Jason Heyward,518792,112,99.0,88.0,49.0,12.0,3.0,15.0,75.0,42.0,5.0,97.0,1.0,0.278,349.0,0.355,0.458,0.814,2.0,6.0,0.75,10.0,1470.0,394.0,160.0,44.0,128.0,0.0,2.0,0.314,0.97,0.321,9.0,0.345,0.702,0.357,0.321,18.0,0.345,0.809,0.464,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,14.0,0.286,4.0,0.444,0.801,0.357,1.0
Javier Baez,595879,112,104.0,101.0,72.0,27.0,3.0,25.0,129.0,21.0,3.0,121.0,0.0,0.285,424.0,0.318,0.54,0.858,5.0,7.0,0.583,10.0,1619.0,446.0,229.0,69.0,155.0,0.0,1.0,0.354,1.36,0.207,6.0,0.258,0.637,0.379,0.266,17.0,0.288,0.757,0.469,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,15.0,0.267,4.0,0.313,0.98,0.667,0.0
