Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Dustin Garneau,572863,108,24.0,14.0,11.0,3.0,0.0,2.0,14.0,7.0,0.0,15.0,4.0,0.263,57.0,0.382,0.421,0.803,0.0,0.0,0.0,1.0,286.0,69.0,24.0,7.0,26.0,0.0,0.0,0.317,1.0,0.263,5.0,0.364,0.996,0.632,0.25,9.0,0.341,0.785,0.444,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Upton,457708,108,25.0,14.0,16.0,4.0,0.0,4.0,32.0,11.0,0.0,23.0,0.0,0.247,93.0,0.324,0.419,0.743,0.0,1.0,1.0,1.0,466.0,105.0,39.0,10.0,51.0,0.0,1.0,0.328,0.56,0.192,5.0,0.267,0.536,0.269,0.211,12.0,0.281,0.597,0.316,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevan Smith,607345,108,34.0,37.0,15.0,9.0,0.0,2.0,17.0,13.0,0.0,27.0,2.0,0.27,100.0,0.362,0.42,0.782,0.0,1.0,1.0,5.0,438.0,116.0,42.0,12.0,34.0,0.0,1.0,0.305,1.85,0.158,3.0,0.261,0.472,0.211,0.238,10.0,0.327,0.732,0.405,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kole Calhoun,594777,108,97.0,90.0,61.0,20.0,1.0,23.0,92.0,44.0,5.0,86.0,4.0,0.243,354.0,0.332,0.5,0.832,1.0,3.0,0.75,5.0,1534.0,405.0,177.0,54.0,133.0,0.0,2.0,0.261,1.02,0.304,7.0,0.429,1.168,0.739,0.286,16.0,0.375,1.018,0.643,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Luis Rengifo,650859,108,64.0,58.0,28.0,13.0,3.0,3.0,58.0,22.0,0.0,56.0,2.0,0.258,217.0,0.328,0.387,0.715,3.0,1.0,0.25,5.0,1002.0,245.0,84.0,22.0,95.0,1.0,3.0,0.333,1.18,0.167,4.0,0.259,0.551,0.292,0.26,13.0,0.327,0.727,0.4,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Matt Thaiss,642136,108,8.0,4.0,3.0,1.0,0.0,1.0,14.0,2.0,0.0,3.0,0.0,0.12,25.0,0.185,0.28,0.465,0.0,0.0,0.0,0.0,133.0,27.0,7.0,4.0,14.0,0.0,0.0,0.2,1.0,0.091,2.0,0.167,0.394,0.227,0.12,3.0,0.185,0.465,0.28,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mike Trout,545361,108,96.0,58.0,79.0,21.0,1.0,33.0,75.0,80.0,11.0,99.0,11.0,0.296,334.0,0.443,0.662,1.105,2.0,8.0,0.8,5.0,1776.0,429.0,221.0,81.0,130.0,0.0,4.0,0.287,0.55,0.167,4.0,0.25,0.833,0.583,0.291,16.0,0.397,1.342,0.945,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shohei Ohtani,660271,108,65.0,67.0,33.0,10.0,1.0,14.0,63.0,22.0,0.0,70.0,1.0,0.3,233.0,0.358,0.532,0.89,1.0,7.0,0.875,2.0,1060.0,260.0,124.0,41.0,117.0,0.0,4.0,0.35,1.81,0.333,6.0,0.4,0.789,0.389,0.265,13.0,0.339,0.768,0.429,0.375,10.8,0.55,16.2,2.9,6.2,20.7,13.06,1.0,0.63,3.0,12.15,4.05,2.25,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Anthony Santander,623993,110,40.0,36.0,25.0,7.0,1.0,8.0,32.0,11.0,0.0,46.0,1.0,0.299,154.0,0.345,0.513,0.858,2.0,1.0,0.333,0.0,708.0,169.0,79.0,25.0,55.0,1.0,2.0,0.328,0.84,0.448,13.0,0.452,1.418,0.966,0.339,20.0,0.355,0.948,0.593,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chance Sisco,642082,110,28.0,16.0,18.0,5.0,0.0,6.0,33.0,11.0,0.0,23.0,4.0,0.261,88.0,0.369,0.523,0.892,1.0,0.0,0.0,0.0,448.0,103.0,46.0,17.0,34.0,0.0,0.0,0.347,1.0,0.238,5.0,0.333,0.571,0.238,0.24,12.0,0.345,0.765,0.42,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chris Davis,448801,110,73.0,41.0,16.0,7.0,0.0,7.0,99.0,21.0,1.0,41.0,3.0,0.184,223.0,0.262,0.309,0.572,0.0,0.0,0.0,4.0,1064.0,248.0,69.0,26.0,91.0,0.0,1.0,0.288,0.95,0.208,5.0,0.24,0.49,0.25,0.229,11.0,0.283,0.679,0.396,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dwight Smith Jr,596105,110,80.0,87.0,40.0,15.0,2.0,12.0,65.0,21.0,0.0,72.0,3.0,0.241,299.0,0.294,0.425,0.719,1.0,4.0,0.8,6.0,1234.0,326.0,127.0,47.0,119.0,0.0,3.0,0.267,1.12,0.28,7.0,0.333,0.773,0.44,0.179,10.0,0.23,0.498,0.268,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hanser Alberto,593643,110,84.0,101.0,27.0,11.0,1.0,6.0,30.0,8.0,1.0,94.0,2.0,0.306,307.0,0.326,0.407,0.733,2.0,4.0,0.667,3.0,1031.0,321.0,125.0,28.0,109.0,2.0,2.0,0.322,1.17,0.35,7.0,0.381,1.031,0.65,0.264,14.0,0.278,0.712,0.434,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Villar,542340,110,101.0,115.0,59.0,21.0,2.0,11.0,105.0,35.0,0.0,97.0,2.0,0.248,391.0,0.312,0.396,0.708,6.0,17.0,0.739,5.0,1722.0,432.0,155.0,42.0,127.0,2.0,2.0,0.31,1.47,0.125,4.0,0.176,0.395,0.219,0.206,13.0,0.231,0.501,0.27,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pedro Severino,600474,110,59.0,51.0,22.0,8.0,0.0,9.0,43.0,18.0,0.0,47.0,3.0,0.255,184.0,0.329,0.446,0.774,0.0,1.0,1.0,1.0,840.0,208.0,82.0,25.0,85.0,1.0,2.0,0.284,1.11,0.1,2.0,0.217,0.367,0.15,0.196,9.0,0.24,0.544,0.304,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Nunez,600524,110,96.0,71.0,51.0,19.0,0.0,24.0,96.0,27.0,1.0,86.0,6.0,0.249,345.0,0.315,0.513,0.828,1.0,0.0,0.0,7.0,1540.0,378.0,177.0,57.0,142.0,0.0,0.0,0.276,0.77,0.308,8.0,0.4,1.092,0.692,0.291,16.0,0.371,0.989,0.618,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie Martin,621006,110,79.0,62.0,19.0,6.0,3.0,4.0,68.0,11.0,0.0,37.0,3.0,0.18,205.0,0.233,0.298,0.53,0.0,6.0,1.0,6.0,897.0,222.0,61.0,11.0,111.0,3.0,0.0,0.248,1.51,0.389,7.0,0.389,0.945,0.556,0.212,7.0,0.235,0.538,0.303,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Wilkerson,592859,110,66.0,51.0,27.0,9.0,1.0,8.0,66.0,10.0,0.0,46.0,2.0,0.23,200.0,0.272,0.405,0.677,3.0,2.0,0.4,4.0,871.0,213.0,81.0,27.0,88.0,0.0,1.0,0.299,1.34,0.313,5.0,0.333,0.708,0.375,0.314,11.0,0.324,0.867,0.543,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Trey Mancini,641820,110,95.0,93.0,65.0,22.0,2.0,22.0,91.0,32.0,2.0,105.0,4.0,0.285,368.0,0.346,0.535,0.882,0.0,1.0,1.0,9.0,1660.0,407.0,197.0,48.0,134.0,0.0,3.0,0.322,1.13,0.333,9.0,0.4,1.363,0.963,0.196,11.0,0.286,0.804,0.518,0.308,6.04,0.56,11.28,3.26,22.1,18.9,6.52,0.7,0.6,3.0,10.88,3.63,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Nola,543592,136,26.0,7.0,9.0,2.0,0.0,3.0,13.0,2.0,0.0,16.0,2.0,0.32,50.0,0.37,0.54,0.91,0.0,0.0,0.0,0.0,189.0,54.0,27.0,6.0,16.0,0.0,0.0,0.382,0.5,0.316,6.0,0.381,0.907,0.526,0.297,11.0,0.333,0.847,0.514,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Vogelbach,596129,136,94.0,57.0,53.0,11.0,0.0,25.0,91.0,62.0,1.0,72.0,1.0,0.233,309.0,0.361,0.511,0.872,0.0,0.0,0.0,3.0,1670.0,374.0,158.0,59.0,131.0,0.0,2.0,0.241,0.63,0.154,4.0,0.154,0.769,0.615,0.176,9.0,0.263,0.734,0.471,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Domingo Santana,570267,136,100.0,86.0,56.0,19.0,1.0,19.0,132.0,40.0,1.0,107.0,2.0,0.273,392.0,0.342,0.472,0.814,3.0,6.0,0.667,9.0,1834.0,437.0,185.0,65.0,157.0,0.0,2.0,0.362,1.25,0.125,3.0,0.222,0.347,0.125,0.236,13.0,0.276,0.585,0.309,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Moore,664238,136,70.0,29.0,18.0,7.0,1.0,4.0,55.0,14.0,0.0,30.0,6.0,0.205,146.0,0.301,0.349,0.651,7.0,7.0,0.5,5.0,694.0,167.0,51.0,12.0,65.0,1.0,0.0,0.299,0.88,0.308,4.0,0.308,0.77,0.462,0.219,7.0,0.286,0.692,0.406,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.P. Crawford,641487,136,50.0,44.0,22.0,17.0,2.0,4.0,45.0,22.0,0.0,48.0,1.0,0.261,184.0,0.338,0.44,0.778,2.0,2.0,0.5,0.0,899.0,211.0,81.0,31.0,77.0,1.0,3.0,0.319,0.86,0.217,5.0,0.357,0.705,0.348,0.18,9.0,0.271,0.631,0.36,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kristopher Negron,502117,136,6.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.286,14.0,0.333,0.286,0.619,0.0,0.0,0.0,0.0,54.0,15.0,4.0,1.0,2.0,0.0,0.0,0.4,0.2,0.286,4.0,0.333,0.619,0.286,0.286,4.0,0.333,0.619,0.286,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Seager,572122,136,49.0,39.0,22.0,7.0,0.0,7.0,43.0,18.0,0.0,35.0,1.0,0.192,182.0,0.266,0.346,0.612,1.0,1.0,0.5,4.0,799.0,203.0,63.0,19.0,77.0,0.0,2.0,0.209,0.58,0.208,5.0,0.24,0.615,0.375,0.16,8.0,0.173,0.493,0.32,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mallex Smith,605480,136,84.0,92.0,47.0,15.0,6.0,5.0,90.0,27.0,0.0,78.0,6.0,0.236,331.0,0.304,0.363,0.667,6.0,27.0,0.818,3.0,1437.0,366.0,120.0,26.0,115.0,1.0,1.0,0.308,1.26,0.269,7.0,0.345,0.691,0.346,0.259,15.0,0.317,0.696,0.379,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Omar Narvaez,553882,136,87.0,59.0,48.0,7.0,0.0,16.0,66.0,31.0,0.0,85.0,2.0,0.29,293.0,0.36,0.478,0.838,0.0,0.0,0.0,4.0,1361.0,328.0,140.0,40.0,132.0,0.0,2.0,0.324,0.69,0.222,6.0,0.276,0.498,0.222,0.283,15.0,0.333,0.842,0.509,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,2.0,0.5,1.0,0.5,2.5,2.0,1.0
Tim Beckham,542921,136,80.0,71.0,34.0,19.0,1.0,14.0,90.0,18.0,0.0,65.0,3.0,0.236,276.0,0.29,0.464,0.753,3.0,1.0,0.25,6.0,1230.0,297.0,128.0,40.0,111.0,0.0,0.0,0.297,1.42,0.308,8.0,0.379,0.841,0.462,0.275,14.0,0.339,0.868,0.529,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,4.0,0.25,1.0,0.25,1.25,1.0,0.0
Tim Lopes,621005,136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Murphy,608596,136,41.0,18.0,14.0,7.0,0.0,9.0,51.0,6.0,0.0,38.0,1.0,0.271,140.0,0.304,0.514,0.818,0.0,1.0,1.0,0.0,619.0,148.0,72.0,22.0,55.0,0.0,1.0,0.358,0.53,0.333,8.0,0.385,0.927,0.542,0.241,13.0,0.293,0.7,0.407,0.471,24.3,1.5,21.6,2.9,3.1,24.3,26.13,0.0,0.52,0.43,8.1,18.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Wilson,435064,116,14.0,12.0,2.0,1.0,0.0,0.0,10.0,2.0,0.0,4.0,0.0,0.098,41.0,0.14,0.122,0.261,0.0,0.0,0.0,1.0,201.0,44.0,5.0,2.0,18.0,1.0,0.0,0.129,0.75,0.053,1.0,0.143,0.196,0.053,0.098,4.0,0.14,0.262,0.122,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Dixon,641525,116,67.0,36.0,26.0,11.0,0.0,12.0,70.0,11.0,0.0,57.0,1.0,0.264,216.0,0.3,0.481,0.781,0.0,4.0,1.0,1.0,853.0,230.0,104.0,38.0,89.0,0.0,2.0,0.331,0.65,0.529,9.0,0.556,1.203,0.647,0.349,15.0,0.404,0.916,0.512,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christin Stewart,621514,116,77.0,54.0,26.0,19.0,1.0,7.0,75.0,30.0,3.0,64.0,6.0,0.235,272.0,0.319,0.39,0.709,1.0,0.0,0.0,2.0,1222.0,313.0,106.0,32.0,119.0,0.0,5.0,0.292,0.64,0.217,5.0,0.308,0.525,0.217,0.283,15.0,0.367,0.782,0.415,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gordon Beckham,493596,116,56.0,36.0,17.0,11.0,2.0,4.0,55.0,11.0,0.0,32.0,4.0,0.199,161.0,0.267,0.366,0.634,1.0,2.0,0.667,5.0,747.0,176.0,59.0,10.0,84.0,0.0,0.0,0.275,0.95,0.08,2.0,0.08,0.28,0.2,0.13,7.0,0.13,0.352,0.222,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harold Castro,605612,116,44.0,45.0,15.0,6.0,3.0,2.0,39.0,4.0,0.0,43.0,0.0,0.287,150.0,0.299,0.407,0.706,1.0,2.0,0.667,2.0,568.0,158.0,61.0,15.0,42.0,1.0,3.0,0.366,1.67,0.188,6.0,0.188,0.501,0.313,0.292,19.0,0.294,0.756,0.462,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JaCoby Jones,592444,116,74.0,50.0,31.0,15.0,2.0,10.0,79.0,20.0,2.0,60.0,5.0,0.243,247.0,0.311,0.441,0.753,1.0,6.0,0.857,5.0,1066.0,274.0,109.0,24.0,90.0,1.0,1.0,0.314,0.83,0.172,5.0,0.226,0.536,0.31,0.263,15.0,0.323,0.814,0.491,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeimer Candelario,600869,116,64.0,50.0,26.0,12.0,1.0,7.0,72.0,29.0,1.0,50.0,4.0,0.213,235.0,0.31,0.362,0.671,1.0,3.0,0.75,0.0,1137.0,268.0,85.0,23.0,105.0,0.0,0.0,0.276,0.79,0.174,4.0,0.345,0.606,0.261,0.232,13.0,0.317,0.835,0.518,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
John Hicks,543308,116,61.0,46.0,13.0,10.0,0.0,5.0,70.0,9.0,0.0,38.0,0.0,0.184,206.0,0.218,0.306,0.523,0.0,1.0,1.0,5.0,831.0,216.0,63.0,16.0,117.0,0.0,1.0,0.25,0.87,0.04,1.0,0.04,0.2,0.16,0.192,10.0,0.222,0.53,0.308,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy Mercer,474568,116,31.0,32.0,8.0,7.0,0.0,3.0,22.0,7.0,1.0,22.0,2.0,0.208,106.0,0.27,0.358,0.628,0.0,0.0,0.0,1.0,448.0,115.0,38.0,5.0,32.0,0.0,0.0,0.235,1.07,0.292,7.0,0.346,0.929,0.583,0.189,10.0,0.246,0.604,0.358,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Cabrera,408234,116,89.0,80.0,23.0,13.0,0.0,5.0,73.0,30.0,2.0,89.0,3.0,0.279,319.0,0.343,0.367,0.709,0.0,0.0,0.0,11.0,1340.0,356.0,117.0,37.0,102.0,0.0,4.0,0.343,0.99,0.074,2.0,0.138,0.249,0.111,0.179,10.0,0.22,0.488,0.268,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Castellanos,592206,116,95.0,84.0,56.0,36.0,3.0,11.0,91.0,31.0,1.0,108.0,3.0,0.282,383.0,0.339,0.478,0.817,1.0,2.0,0.667,6.0,1580.0,419.0,183.0,37.0,133.0,0.0,2.0,0.343,0.82,0.3,9.0,0.3,0.967,0.667,0.266,17.0,0.299,0.783,0.484,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niko Goodrum,592348,116,88.0,60.0,49.0,20.0,3.0,9.0,109.0,35.0,1.0,82.0,1.0,0.248,331.0,0.32,0.408,0.728,2.0,11.0,0.846,6.0,1549.0,369.0,135.0,33.0,161.0,0.0,2.0,0.34,0.73,0.31,9.0,0.333,0.919,0.586,0.306,19.0,0.358,0.858,0.5,0.284,9.17,0.69,10.7,4.19,17.2,18.62,9.42,0.0,0.65,3.25,6.62,2.04,1.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
